16.6244	15.9254	15.2406	14.5702	13.9141
8.6201	8.0621	7.6588	7.5237	7.1787
11.7098	11.0515	10.4136	9.7957	9.198
12.3885	11.7098	11.0515	10.4136	9.7957
9.1883	8.6636	8.1537	8.0621	7.6588
8.6201	8.0621	7.5237	7.0049	6.7137
8.0621	7.5237	7.0049	6.7137	6.5055
12.6453	12.0326	11.4344	10.8509	10.282
19.4377	18.5691	17.7222	16.8968	16.0928
9.198	8.6201	8.1537	8.0621	7.6588
6.5055	6.0255	5.5647	5.123	5.0044
11.0515	10.8509	10.4136	10.282	9.7957
11.4344	10.8509	10.282	9.7278	9.1883
11.7098	11.0515	10.4136	9.7957	9.198
13.8076	13.0877	12.3885	11.7098	11.0515
13.9141	13.2725	12.6453	12.0326	11.4344
12.3885	11.7098	11.0515	10.8509	10.4136
13.8076	13.0877	12.3885	11.7098	11.0515
9.7278	9.1883	8.6636	8.1537	8.0621
9.7957	9.198	8.6636	8.6201	8.1537
10.4136	9.7957	9.198	8.6636	8.6201
11.4344	10.8509	10.282	9.7278	9.198
13.0877	12.3885	11.7098	11.0515	10.4136
11.4344	10.8509	10.282	9.7278	9.198
9.7278	9.198	9.1883	8.6636	8.6201
10.8509	10.282	9.7278	9.1883	8.6636
11.0515	10.4136	10.282	9.7957	9.7278
10.282	9.7278	9.1883	8.6636	8.6201
11.0515	10.4136	10.282	9.7957	9.7278
13.9141	13.2725	12.6453	12.0326	11.4344
12.3885	11.7098	11.0515	10.4136	9.7957
9.7957	9.198	9.1883	8.6636	8.6201
8.6201	8.0621	7.6588	7.5237	7.1787
11.7098	11.0515	10.4136	9.7957	9.198
9.1883	8.6636	8.6201	8.1537	8.0621
8.6636	8.1537	8.0621	7.6588	7.5237
8.0621	7.6588	7.5237	7.1787	7.0049
17.7222	16.8968	16.0928	15.31	14.5483
7.6588	7.5237	7.1787	7.0049	6.7137
11.7098	11.0515	10.4136	9.7957	9.198
9.1883	8.6636	8.1537	7.6588	7.1787
6.0255	5.8288	5.5647	5.409	5.123
6.7137	6.5055	6.2637	6.0255	5.8288
9.7278	9.1883	8.6636	8.6201	8.1537
11.4344	10.8509	10.282	9.7278	9.1883
9.198	8.6201	8.1537	8.0621	7.6588
8.6636	8.1537	8.0621	7.6588	7.5237
11.0515	10.4136	10.282	9.7957	9.7278
13.9141	13.2725	12.6453	12.0326	11.4344
7.6588	7.5237	7.1787	7.0049	6.7137
8.6636	8.1537	7.6588	7.1787	6.7137
11.7098	11.0515	10.4136	9.7957	9.198
11.0515	10.4136	9.7957	9.198	8.6201
7.5237	7.1787	7.0049	6.7137	6.5055
10.282	9.7278	9.1883	8.6636	8.1537
13.9141	13.2725	12.6453	12.0326	11.4344
10.4136	9.7957	9.198	9.1883	8.6636
9.1883	8.6636	8.6201	8.1537	8.0621
7.6588	7.1787	6.7137	6.5055	6.2637
13.0877	12.3885	11.7098	11.0515	10.4136
9.198	8.6636	8.6201	8.1537	8.0621
8.6636	8.6201	8.1537	8.0621	7.6588
9.7957	9.198	8.6201	8.1537	8.0621
12.6453	12.0326	11.4344	10.8509	10.4136
13.9141	13.2725	12.6453	12.3885	12.0326
12.0326	11.4344	10.8509	10.282	9.7278
9.7278	9.1883	8.6636	8.6201	8.1537
16.8968	16.0928	15.31	14.5483	13.8076
11.7098	11.0515	10.4136	9.7957	9.198
10.282	9.7278	9.1883	8.6636	8.6201
10.282	9.7278	9.1883	8.6636	8.1537
9.7957	9.198	8.6201	8.1537	8.0621
9.1883	8.6636	8.1537	8.0621	7.6588
7.1787	7.0049	6.7137	6.5055	6.2637
18.0652	17.3377	16.6244	15.9254	15.2406
9.7957	9.198	8.6201	8.0621	7.6588
11.0515	10.4136	9.7957	9.198	8.6636
10.282	9.7278	9.1883	8.6636	8.1537
11.0515	10.4136	9.7957	9.198	8.6636
15.31	14.5483	13.8076	13.0877	12.3885
10.282	9.7278	9.198	9.1883	8.6636
11.4344	10.8509	10.282	9.7278	9.1883
9.7957	9.198	9.1883	8.6636	8.6201
8.6201	8.0621	7.5237	7.0049	6.5055
8.0621	7.6588	7.5237	7.1787	7.0049
13.8076	13.0877	12.3885	11.7098	11.0515
15.31	14.5483	13.8076	13.0877	12.3885
13.2725	12.6453	12.0326	11.4344	11.0515
12.0326	11.4344	10.8509	10.4136	10.282
9.7957	9.198	8.6201	8.0621	7.5237
9.198	8.6636	8.6201	8.1537	8.0621
11.0515	10.4136	9.7957	9.198	8.6201
8.0621	7.5237	7.0049	6.5055	6.2637
12.3885	11.7098	11.0515	10.4136	9.7957
9.1883	8.6636	8.1537	7.6588	7.1787
8.0621	7.5237	7.0049	6.7137	6.5055
8.0621	7.5237	7.0049	6.5055	6.0255
12.0326	11.4344	10.8509	10.282	9.7278
12.0326	11.4344	10.8509	10.282	9.7278
8.6201	8.0621	7.6588	7.5237	7.1787
12.0326	11.4344	10.8509	10.282	9.7278
10.282	9.7278	9.1883	8.6636	8.1537
12.0326	11.4344	10.8509	10.4136	10.282
9.7278	9.1883	8.6636	8.1537	7.6588
15.31	14.5702	14.5483	13.9141	13.8076
8.6201	8.0621	7.6588	7.5237	7.0049
11.4344	10.8509	10.282	9.7957	9.7278
15.31	13.8076	13.0877	12.3885	11.7098
13.0877	12.3885	12.0326	11.7098	11.4344
10.4136	9.7957	9.198	8.6201	8.0621
13.0877	12.3885	11.7098	11.0515	10.4136
8.0621	7.6588	7.5237	7.1787	7.0049
8.1537	8.0621	7.6588	7.5237	7.1787
8.1537	7.5237	7.1787	7.0049	6.7137
7.1787	6.7137	6.5055	6.2637	6.0255
6.7137	6.5055	6.2637	6.0255	5.8288
9.198	9.1883	8.6636	8.6201	8.1537
12.0326	11.4344	10.8509	10.282	9.7278
11.0515	10.4136	9.7957	9.198	8.6201
9.7957	9.198	8.6201	8.0621	7.5237
8.1537	7.6588	7.1787	6.7137	6.5055
8.6201	8.0621	7.5237	7.0049	6.7137
8.1537	7.6588	7.1787	7.0049	6.7137
9.7278	9.1883	8.6636	8.1537	7.6588
10.282	9.7957	9.7278	9.198	9.1883
11.7098	11.0515	10.4136	9.7957	9.7278
15.9254	15.2406	14.5702	13.9141	13.2725
8.1537	8.0621	7.6588	7.5237	7.1787
12.6453	12.0326	11.4344	10.8509	10.282
9.198	8.6201	8.0621	7.5237	7.0049
8.6636	8.1537	8.0621	7.6588	7.5237
9.7278	9.1883	8.6636	8.6201	8.1537
10.4136	9.7957	9.198	8.6201	8.0621
10.4136	9.7957	9.198	8.6636	8.6201
18.0652	17.3377	16.6244	15.9254	15.2406
9.7278	9.1883	8.6636	8.1537	7.6588
10.4136	9.7957	9.198	8.6201	8.1537
14.5483	13.8076	13.0877	12.3885	11.7098
10.8509	10.4136	10.282	9.7957	9.7278
8.6201	8.0621	7.5237	7.1787	7.0049
11.7098	11.0515	10.4136	9.7957	9.198
11.0515	10.4136	9.7957	9.7278	9.198
12.0326	11.4344	10.8509	10.282	9.7278
12.0326	11.4344	10.8509	10.282	9.7278
13.0877	12.6453	12.3885	12.0326	11.7098
12.3885	11.7098	11.0515	10.4136	9.7957
8.0621	7.6588	7.5237	7.1787	7.0049
9.1883	8.6636	8.1537	7.6588	7.1787
9.7278	9.1883	8.6636	8.1537	7.6588
8.0621	7.5237	7.0049	6.5055	6.0255
12.6453	12.0326	11.4344	10.8509	10.282
10.8509	10.4136	10.282	9.7957	9.7278
11.7098	11.0515	10.4136	10.282	9.7957
14.5483	13.8076	13.0877	12.3885	11.7098
12.0326	11.4344	10.8509	10.282	9.7278
7.5237	7.0049	6.7137	6.5055	6.2637
12.0326	11.4344	10.8509	10.282	9.7278
13.8076	13.0877	12.3885	11.7098	11.0515
8.6636	8.1537	8.0621	7.6588	7.5237
13.0877	12.3885	11.7098	11.0515	10.4136
11.7098	11.0515	10.4136	9.7957	9.7278
8.6201	8.0621	7.5237	7.1787	7.0049
9.1883	8.6636	8.1537	7.6588	7.5237
12.0326	11.4344	10.8509	10.282	9.7957
6.0255	5.8288	5.5647	5.409	5.123
17.7222	16.8968	16.0928	15.31	14.5483
10.8509	10.4136	10.282	9.7957	9.7278
19.4377	18.5691	17.7222	16.8968	16.0928
16.0928	15.31	14.5483	13.8076	13.0877
9.7957	9.198	8.6201	8.0621	7.5237
11.4344	10.8509	10.282	9.7278	9.1883
8.0621	7.6588	7.5237	7.1787	7.0049
11.4344	10.8509	10.282	9.7957	9.7278
16.8968	16.0928	15.31	14.5483	13.8076
9.198	8.6636	8.6201	8.1537	8.0621
9.7957	9.198	9.1883	8.6636	8.6201
10.8509	10.4136	10.282	9.7957	9.7278
8.6636	8.1537	7.6588	7.1787	6.7137
8.6201	8.0621	7.5237	7.0049	6.7137
8.6636	8.1537	7.6588	7.1787	6.7137
11.4344	10.8509	10.282	9.7957	9.7278
9.198	8.6201	8.0621	7.5237	7.0049
9.1883	8.6636	8.1537	7.6588	7.1787
8.6201	8.0621	7.6588	7.5237	7.1787
11.0515	10.4136	9.7957	9.198	8.6201
13.9141	13.2725	12.6453	12.0326	11.4344
19.4377	18.5691	17.7222	16.8968	16.0928
9.198	8.6201	8.1537	8.0621	7.6588
7.6588	7.1787	7.0049	6.7137	6.5055
7.6588	7.1787	7.0049	6.7137	6.5055
10.4136	10.282	9.7957	9.7278	9.198
8.6636	8.1537	7.6588	7.5237	7.1787
11.0515	10.8509	10.4136	10.282	9.7957
8.1537	7.6588	7.1787	7.0049	6.7137
7.0049	6.7137	6.5055	6.2637	6.0255
11.0515	10.4136	9.7957	9.198	9.1883
8.6636	8.1537	8.0621	7.6588	7.5237
11.7098	11.0515	10.8509	10.4136	10.282
12.6453	12.0326	11.4344	10.8509	10.282
13.2725	12.6453	12.0326	11.4344	10.8509
8.1537	7.6588	7.5237	7.1787	7.0049
10.8509	10.282	9.7278	9.1883	8.6636
9.198	8.6201	8.1537	8.0621	7.6588
